listing_id,neighbourhood,room_type,price_per_night,availability_365,number_of_reviews,reviews_per_month,occupancy_rate,estimated_monthly_revenue
10077,Centro Historico,Entire home/apt,187,70,73,2.76,0.8082191780821918,4534.109589041096
10078,Centro Historico,Entire home/apt,208,201,536,1.68,0.44931506849315067,2803.72602739726
10079,Juarez,Private room,192,14,100,2.22,0.9616438356164384,5539.068493150685
10080,Centro Historico,Entire home/apt,249,246,175,0.96,0.32602739726027397,2435.4246575342463
10081,Juarez,Entire home/apt,211,190,426,5.31,0.4794520547945205,3034.9315068493147
10082,Centro Historico,Entire home/apt,209,320,116,0.06,0.1232876712328767,773.0136986301369
10083,Coyoacan,Entire home/apt,180,46,165,5.29,0.873972602739726,4719.45205479452
10084,Narvarte,Entire home/apt,195,65,40,3.43,0.821917808219178,4808.219178082191
10085,Juarez,Entire home/apt,161,246,428,1.99,0.32602739726027397,1574.7123287671232
10086,Condesa,Entire home/apt,116,358,343,4.34,0.019178082191780823,66.73972602739727
10087,Del Valle,Private room,181,206,423,3.05,0.43561643835616437,2365.3972602739727
10088,Roma Norte,Entire home/apt,273,82,365,2.99,0.7753424657534247,6350.054794520548
10089,Centro Historico,Entire home/apt,118,68,119,0.66,0.8136986301369863,2880.4931506849316
10090,Polanco,Entire home/apt,147,249,228,2.34,0.3178082191780822,1401.5342465753426
10091,Narvarte,Entire home/apt,259,11,129,1.45,0.9698630136986301,7535.835616438356
10092,Centro Historico,Entire home/apt,277,197,351,0.09,0.4602739726027397,3824.876712328767
10093,Polanco,Entire home/apt,177,316,317,2.16,0.13424657534246576,712.8493150684932
10094,Del Valle,Private room,75,39,336,0.54,0.8931506849315068,2009.5890410958905
10095,Del Valle,Entire home/apt,292,276,272,1.54,0.24383561643835616,2136.0
10096,Del Valle,Entire home/apt,139,117,116,0.56,0.6794520547945205,2833.3150684931506
10097,Polanco,Entire home/apt,236,341,367,0.61,0.06575342465753424,465.5342465753424
10098,Centro Historico,Private room,244,99,93,1.19,0.7287671232876712,5334.575342465753
10099,Del Valle,Entire home/apt,85,214,167,6.0,0.4136986301369863,1054.9315068493152
10100,Coyoacan,Entire home/apt,152,229,340,0.01,0.3726027397260274,1699.068493150685
10101,Juarez,Entire home/apt,235,103,151,3.83,0.7178082191780822,5060.54794520548
10102,Polanco,Private room,73,112,585,0.85,0.6931506849315069,1518.0
10103,Polanco,Entire home/apt,62,232,273,5.52,0.3643835616438356,677.7534246575342
10104,Centro Historico,Private room,293,195,553,0.56,0.4657534246575342,4093.972602739726
10105,Polanco,Entire home/apt,118,193,495,5.73,0.4712328767123288,1668.164383561644
10106,Polanco,Entire home/apt,189,171,100,3.67,0.5315068493150685,3013.6438356164385
10107,Del Valle,Entire home/apt,151,256,556,0.01,0.29863013698630136,1352.7945205479452
10108,Centro Historico,Entire home/apt,36,40,81,5.36,0.8904109589041096,961.6438356164383
10109,Del Valle,Entire home/apt,127,61,528,3.13,0.8328767123287671,3173.2602739726026
10110,Juarez,Entire home/apt,200,354,72,1.58,0.030136986301369864,180.82191780821918
10111,Narvarte,Private room,292,85,13,4.6,0.7671232876712328,6720.0
10112,Juarez,Entire home/apt,115,287,432,5.56,0.2136986301369863,737.2602739726028
10113,Narvarte,Entire home/apt,269,49,156,2.9,0.8657534246575342,6986.630136986301
10114,Del Valle,Entire home/apt,247,110,131,1.89,0.6986301369863014,5176.8493150684935
10115,Juarez,Entire home/apt,96,120,337,4.73,0.6712328767123288,1933.150684931507
10116,Centro Historico,Entire home/apt,83,330,403,4.09,0.0958904109589041,238.7671232876712
10117,Roma Norte,Entire home/apt,161,258,375,5.33,0.29315068493150687,1415.9178082191781
10118,Del Valle,Entire home/apt,257,200,558,4.16,0.4520547945205479,3485.3424657534247
10119,Narvarte,Private room,141,191,106,1.46,0.4767123287671233,2016.4931506849314
10120,Coyoacan,Private room,180,344,264,5.59,0.057534246575342465,310.6849315068493
10121,Narvarte,Entire home/apt,133,218,204,0.63,0.40273972602739727,1606.9315068493152
10122,Coyoacan,Entire home/apt,107,31,78,1.61,0.915068493150685,2937.3698630136987
10123,Polanco,Entire home/apt,156,175,154,3.12,0.5205479452054794,2436.1643835616437
10124,Juarez,Entire home/apt,64,108,246,3.39,0.7041095890410959,1351.890410958904
10125,Coyoacan,Entire home/apt,222,217,530,0.09,0.4054794520547945,2700.4931506849316
10126,Narvarte,Entire home/apt,229,17,537,4.68,0.9534246575342465,6550.027397260274
10127,Polanco,Entire home/apt,190,199,153,2.17,0.4547945205479452,2592.328767123288
10128,Roma Norte,Entire home/apt,206,184,153,2.44,0.4958904109589041,3064.6027397260277
10129,Centro Historico,Entire home/apt,75,282,91,4.86,0.2273972602739726,511.64383561643837
10130,Centro Historico,Entire home/apt,97,26,432,2.28,0.9287671232876712,2702.7123287671234
10131,Centro Historico,Entire home/apt,57,99,337,0.28,0.7287671232876712,1246.1917808219177
10132,Coyoacan,Entire home/apt,109,150,479,1.06,0.589041095890411,1926.164383561644
10133,Roma Norte,Entire home/apt,82,154,130,5.74,0.5780821917808219,1422.0821917808219
10134,Coyoacan,Entire home/apt,194,175,449,0.42,0.5205479452054794,3029.58904109589
10135,Juarez,Private room,152,346,272,2.13,0.052054794520547946,237.36986301369865
10136,Coyoacan,Entire home/apt,134,87,587,3.02,0.7616438356164383,3061.8082191780823
10137,Roma Norte,Entire home/apt,201,271,176,2.96,0.25753424657534246,1552.9315068493152
10138,Roma Norte,Entire home/apt,190,172,48,0.02,0.5287671232876713,3013.9726027397264
10139,Juarez,Entire home/apt,41,23,566,3.01,0.936986301369863,1152.4931506849316
10140,Roma Norte,Entire home/apt,230,248,354,2.3,0.32054794520547947,2211.780821917808
10141,Narvarte,Private room,90,81,307,5.83,0.7780821917808219,2100.821917808219
10142,Roma Norte,Private room,227,152,45,0.95,0.5835616438356165,3974.054794520548
10143,Centro Historico,Private room,81,319,301,2.12,0.12602739726027398,306.2465753424658
10144,Narvarte,Entire home/apt,182,292,407,2.52,0.2,1092.0
10145,Narvarte,Entire home/apt,191,278,188,2.34,0.23835616438356164,1365.7808219178082
10146,Juarez,Entire home/apt,236,250,128,3.99,0.3150684931506849,2230.6849315068494
10147,Condesa,Entire home/apt,160,254,560,1.29,0.3041095890410959,1459.7260273972604
10148,Condesa,Private room,98,172,536,1.33,0.5287671232876713,1554.5753424657535
10149,Roma Norte,Entire home/apt,210,69,265,4.38,0.810958904109589,5109.041095890411
10150,Narvarte,Entire home/apt,150,15,117,3.0,0.958904109589041,4315.068493150685
10151,Condesa,Entire home/apt,238,206,463,2.49,0.43561643835616437,3110.3013698630134
10152,Condesa,Entire home/apt,65,67,143,1.02,0.8164383561643835,1592.0547945205478
10153,Roma Norte,Entire home/apt,147,314,441,1.13,0.13972602739726028,616.1917808219179
10154,Condesa,Entire home/apt,101,226,199,0.06,0.38082191780821917,1153.890410958904
10155,Coyoacan,Entire home/apt,109,35,156,0.55,0.9041095890410958,2956.4383561643835
10156,Polanco,Private room,79,312,486,3.34,0.14520547945205478,344.13698630136986
10157,Juarez,Private room,294,14,133,5.35,0.9616438356164384,8481.698630136987
10158,Polanco,Entire home/apt,188,29,147,1.72,0.9205479452054794,5191.890410958904
10159,Roma Norte,Entire home/apt,189,207,335,1.97,0.4328767123287671,2454.4109589041095
10160,Centro Historico,Entire home/apt,268,68,70,0.69,0.8136986301369863,6542.13698630137
10161,Juarez,Entire home/apt,85,251,232,2.33,0.31232876712328766,796.4383561643835
10162,Roma Norte,Entire home/apt,296,155,333,0.22,0.5753424657534246,5109.04109589041
10163,Narvarte,Entire home/apt,159,282,89,5.51,0.2273972602739726,1084.6849315068494
10164,Centro Historico,Entire home/apt,279,258,333,4.04,0.29315068493150687,2453.6712328767126
10165,Polanco,Entire home/apt,64,23,198,5.94,0.936986301369863,1799.013698630137
10166,Roma Norte,Entire home/apt,156,22,160,5.3,0.9397260273972603,4397.917808219178
10167,Narvarte,Entire home/apt,159,53,537,2.84,0.8547945205479452,4077.3698630136987
10168,Juarez,Private room,71,28,120,3.12,0.9232876712328767,1966.6027397260273
10169,Juarez,Private room,204,72,300,1.14,0.8027397260273973,4912.767123287671
10170,Del Valle,Entire home/apt,158,248,574,2.77,0.32054794520547947,1519.3972602739727
10171,Narvarte,Private room,69,346,435,5.42,0.052054794520547946,107.75342465753425
10172,Coyoacan,Entire home/apt,121,109,67,0.31,0.7013698630136986,2545.972602739726
10173,Condesa,Private room,168,172,458,5.18,0.5287671232876713,2664.986301369863
10174,Centro Historico,Private room,230,131,513,2.05,0.6410958904109589,4423.561643835616
10175,Narvarte,Entire home/apt,235,53,397,5.4,0.8547945205479452,6026.301369863014
10176,Del Valle,Entire home/apt,111,326,285,5.65,0.10684931506849316,355.8082191780822
10177,Condesa,Entire home/apt,93,154,560,4.03,0.5780821917808219,1612.849315068493
10178,Condesa,Entire home/apt,160,336,139,3.99,0.07945205479452055,381.36986301369865
10179,Roma Norte,Entire home/apt,143,59,555,2.72,0.8383561643835616,3596.5479452054797
10180,Condesa,Entire home/apt,258,74,589,5.01,0.7972602739726027,6170.794520547945
10181,Coyoacan,Entire home/apt,102,364,281,5.77,0.0027397260273972603,8.383561643835616
10182,Juarez,Private room,103,297,577,4.65,0.1863013698630137,575.6712328767123
10183,Del Valle,Private room,199,173,456,3.73,0.5260273972602739,3140.3835616438355
10184,Condesa,Entire home/apt,196,150,86,3.64,0.589041095890411,3463.5616438356165
10185,Roma Norte,Entire home/apt,76,323,78,5.1,0.11506849315068493,262.35616438356163
10186,Coyoacan,Entire home/apt,143,137,204,3.25,0.6246575342465753,2679.780821917808
10187,Polanco,Entire home/apt,85,248,336,4.82,0.32054794520547947,817.3972602739726
10188,Juarez,Private room,284,333,253,3.05,0.08767123287671233,746.9589041095891
10189,Juarez,Entire home/apt,55,305,303,0.37,0.1643835616438356,271.23287671232873
10190,Del Valle,Entire home/apt,173,196,379,2.3,0.46301369863013697,2403.041095890411
10191,Juarez,Entire home/apt,126,217,129,2.67,0.4054794520547945,1532.7123287671234
10192,Condesa,Entire home/apt,159,229,595,0.85,0.3726027397260274,1777.3150684931509
10193,Roma Norte,Entire home/apt,145,199,275,0.61,0.4547945205479452,1978.3561643835617
10194,Juarez,Private room,173,355,557,3.21,0.0273972602739726,142.1917808219178
10195,Juarez,Entire home/apt,133,293,182,0.51,0.19726027397260273,787.068493150685
10196,Polanco,Entire home/apt,286,361,267,1.82,0.010958904109589041,94.02739726027397
10197,Polanco,Entire home/apt,138,246,321,4.47,0.32602739726027397,1349.7534246575342
10198,Centro Historico,Private room,248,203,511,5.79,0.4438356164383562,3302.13698630137
10199,Coyoacan,Private room,283,296,77,4.31,0.18904109589041096,1604.958904109589
10200,Condesa,Entire home/apt,186,268,338,5.96,0.26575342465753427,1482.9041095890411
10201,Juarez,Entire home/apt,284,255,555,4.19,0.3013698630136986,2567.671232876712
10202,Narvarte,Entire home/apt,199,145,508,1.76,0.6027397260273972,3598.3561643835615
10203,Juarez,Entire home/apt,42,289,237,4.03,0.20821917808219179,262.35616438356163
10204,Roma Norte,Private room,39,280,133,4.21,0.2328767123287671,272.4657534246575
10205,Centro Historico,Entire home/apt,179,180,191,2.23,0.5068493150684932,2721.780821917808
10206,Coyoacan,Entire home/apt,135,168,355,0.11,0.5397260273972603,2185.8904109589043
10207,Narvarte,Entire home/apt,198,210,277,4.22,0.4246575342465753,2522.4657534246576
10208,Centro Historico,Entire home/apt,181,54,17,0.13,0.852054794520548,4626.657534246576
10209,Del Valle,Entire home/apt,98,273,523,3.79,0.25205479452054796,741.041095890411
10210,Coyoacan,Private room,125,80,179,0.98,0.7808219178082192,2928.082191780822
10211,Juarez,Entire home/apt,151,112,122,3.39,0.6931506849315069,3139.9726027397264
10212,Juarez,Entire home/apt,207,134,245,3.02,0.6328767123287671,3930.1643835616437
10213,Coyoacan,Entire home/apt,81,322,372,0.08,0.1178082191780822,286.2739726027397
10214,Juarez,Entire home/apt,174,295,50,2.18,0.1917808219178082,1001.0958904109589
10215,Condesa,Entire home/apt,280,239,70,3.61,0.3452054794520548,2899.7260273972606
10216,Coyoacan,Entire home/apt,183,155,479,5.09,0.5753424657534246,3158.6301369863013
10217,Centro Historico,Entire home/apt,280,206,559,5.33,0.43561643835616437,3659.1780821917805
10218,Coyoacan,Entire home/apt,39,230,18,2.9,0.3698630136986301,432.73972602739724
10219,Narvarte,Entire home/apt,218,69,83,4.37,0.810958904109589,5303.671232876713
10220,Juarez,Entire home/apt,54,107,154,1.9,0.7068493150684931,1145.0958904109589
10221,Condesa,Entire home/apt,80,180,564,2.05,0.5068493150684932,1216.4383561643835
10222,Condesa,Private room,46,182,356,1.17,0.5013698630136987,691.8904109589042
10223,Del Valle,Private room,104,160,442,3.37,0.5616438356164384,1752.3287671232877
10224,Centro Historico,Entire home/apt,51,359,68,1.89,0.01643835616438356,25.15068493150685
10225,Polanco,Entire home/apt,181,131,522,0.51,0.6410958904109589,3481.150684931507
10226,Polanco,Entire home/apt,188,117,142,4.11,0.6794520547945205,3832.1095890410957
10227,Coyoacan,Entire home/apt,142,13,191,4.25,0.9643835616438357,4108.27397260274
10228,Del Valle,Entire home/apt,270,102,386,2.16,0.7205479452054795,5836.438356164384
10229,Roma Norte,Entire home/apt,104,15,377,0.46,0.958904109589041,2991.780821917808
10230,Coyoacan,Entire home/apt,217,297,580,2.56,0.1863013698630137,1212.8219178082193
10231,Del Valle,Entire home/apt,284,115,534,2.65,0.684931506849315,5835.6164383561645
10232,Centro Historico,Private room,262,155,292,4.01,0.5753424657534246,4522.191780821918
10233,Centro Historico,Entire home/apt,136,280,8,1.89,0.2328767123287671,950.1369863013698
10234,Centro Historico,Entire home/apt,109,105,270,4.1,0.7123287671232876,2329.3150684931506
10235,Centro Historico,Private room,250,238,386,5.23,0.34794520547945207,2609.5890410958905
10236,Centro Historico,Entire home/apt,237,211,92,1.42,0.42191780821917807,2999.8356164383563
10237,Del Valle,Entire home/apt,226,221,528,5.87,0.39452054794520547,2674.849315068493
10238,Del Valle,Entire home/apt,283,15,153,2.32,0.958904109589041,8141.095890410958
10239,Condesa,Entire home/apt,276,121,404,1.6,0.6684931506849315,5535.123287671233
10240,Narvarte,Private room,213,332,148,2.53,0.09041095890410959,577.7260273972603
10241,Polanco,Private room,253,115,266,0.57,0.684931506849315,5198.630136986301
10242,Juarez,Entire home/apt,116,148,421,0.75,0.5945205479452055,2068.931506849315
10243,Centro Historico,Entire home/apt,126,308,471,2.49,0.15616438356164383,590.3013698630136
10244,Roma Norte,Entire home/apt,209,105,546,4.57,0.7123287671232876,4466.301369863014
10245,Juarez,Entire home/apt,273,346,525,5.4,0.052054794520547946,426.32876712328766
10246,Del Valle,Entire home/apt,294,306,502,3.99,0.16164383561643836,1425.6986301369864
10247,Roma Norte,Private room,197,223,13,0.63,0.38904109589041097,2299.232876712329
10248,Roma Norte,Entire home/apt,82,300,363,4.03,0.1780821917808219,438.0821917808219
10249,Roma Norte,Private room,150,31,118,3.81,0.915068493150685,4117.808219178082
10250,Condesa,Entire home/apt,259,202,237,4.83,0.4465753424657534,3469.890410958904
10251,Del Valle,Entire home/apt,181,159,545,4.95,0.5643835616438356,3064.6027397260273
10252,Roma Norte,Entire home/apt,97,256,168,5.21,0.29863013698630136,869.013698630137
10253,Centro Historico,Private room,47,276,521,2.48,0.24383561643835616,343.8082191780822
10254,Coyoacan,Private room,223,260,515,4.19,0.2876712328767123,1924.5205479452054
10255,Roma Norte,Private room,242,12,396,1.61,0.9671232876712329,7021.315068493151
10256,Condesa,Entire home/apt,148,325,105,6.0,0.1095890410958904,486.5753424657534
10257,Juarez,Entire home/apt,56,85,84,1.05,0.7671232876712328,1288.7671232876712
10258,Del Valle,Private room,248,96,213,0.06,0.736986301369863,5483.178082191781
10259,Narvarte,Entire home/apt,205,279,120,0.89,0.2356164383561644,1449.041095890411
10260,Condesa,Entire home/apt,88,234,131,4.66,0.3589041095890411,947.5068493150685
10261,Roma Norte,Entire home/apt,160,27,196,2.68,0.9260273972602739,4444.931506849315
10262,Del Valle,Private room,238,122,18,2.69,0.6657534246575343,4753.479452054795
10263,Coyoacan,Private room,228,260,11,5.73,0.2876712328767123,1967.671232876712
10264,Roma Norte,Entire home/apt,203,242,80,5.52,0.336986301369863,2052.246575342466
10265,Condesa,Entire home/apt,186,338,329,1.87,0.07397260273972603,412.76712328767127
10266,Polanco,Private room,69,288,391,1.25,0.21095890410958903,436.6849315068493
10267,Centro Historico,Entire home/apt,218,211,306,5.09,0.42191780821917807,2759.3424657534247
10268,Narvarte,Entire home/apt,91,92,266,5.44,0.7479452054794521,2041.890410958904
10269,Juarez,Private room,256,134,446,3.25,0.6328767123287671,4860.493150684932
10270,Condesa,Entire home/apt,197,184,440,3.78,0.4958904109589041,2930.7123287671234
10271,Del Valle,Entire home/apt,53,78,1,1.54,0.7863013698630137,1250.2191780821918
10272,Narvarte,Entire home/apt,298,56,519,4.8,0.8465753424657534,7568.3835616438355
10273,Narvarte,Private room,147,265,308,3.79,0.273972602739726,1208.2191780821918
10274,Narvarte,Private room,64,224,521,3.02,0.3863013698630137,741.6986301369864
10275,Roma Norte,Private room,169,39,468,0.36,0.8931506849315068,4528.273972602739
10276,Centro Historico,Entire home/apt,101,290,211,5.5,0.2054794520547945,622.6027397260274
10277,Roma Norte,Private room,99,246,111,3.69,0.32602739726027397,968.3013698630136
10278,Del Valle,Private room,59,257,7,1.16,0.2958904109589041,523.7260273972603
10279,Roma Norte,Entire home/apt,71,34,476,3.64,0.9068493150684932,1931.5890410958905
10280,Polanco,Private room,35,83,459,4.06,0.7726027397260274,811.2328767123288
10281,Centro Historico,Entire home/apt,71,215,252,3.15,0.410958904109589,875.3424657534246
10282,Centro Historico,Entire home/apt,175,323,525,4.31,0.11506849315068493,604.1095890410959
10283,Del Valle,Entire home/apt,266,103,437,3.49,0.7178082191780822,5728.109589041096
10284,Juarez,Entire home/apt,170,136,235,5.69,0.6273972602739726,3199.72602739726
10285,Polanco,Entire home/apt,222,34,305,0.32,0.9068493150684932,6039.6164383561645
10286,Condesa,Entire home/apt,162,343,477,0.64,0.06027397260273973,292.9315068493151
10287,Roma Norte,Entire home/apt,235,364,19,1.04,0.0027397260273972603,19.315068493150687
10288,Coyoacan,Private room,161,125,215,4.14,0.6575342465753424,3175.890410958904
10289,Roma Norte,Entire home/apt,291,57,134,3.87,0.8438356164383561,7366.684931506849
10290,Narvarte,Entire home/apt,198,235,128,5.35,0.3561643835616438,2115.616438356164
10291,Roma Norte,Entire home/apt,69,275,409,4.4,0.2465753424657534,510.4109589041096
10292,Condesa,Private room,228,108,421,3.05,0.7041095890410959,4816.109589041096
10293,Roma Norte,Entire home/apt,225,20,293,5.95,0.9452054794520548,6380.13698630137
10294,Polanco,Entire home/apt,138,94,245,1.6,0.7424657534246575,3073.808219178082
10295,Polanco,Private room,57,223,555,5.0,0.38904109589041097,665.2602739726027
10296,Centro Historico,Entire home/apt,299,182,85,2.56,0.5013698630136987,4497.287671232877
10297,Del Valle,Entire home/apt,294,218,555,3.89,0.40273972602739727,3552.1643835616437
10298,Juarez,Entire home/apt,109,73,374,4.36,0.8,2616.0
10299,Coyoacan,Private room,106,267,445,3.8,0.2684931506849315,853.8082191780823
10300,Narvarte,Entire home/apt,293,341,377,0.84,0.06575342465753424,577.972602739726
10301,Roma Norte,Private room,222,130,389,2.66,0.6438356164383562,4287.945205479452
10302,Roma Norte,Entire home/apt,207,307,50,3.37,0.1589041095890411,986.7945205479452
10303,Condesa,Private room,79,63,241,5.09,0.8273972602739726,1960.9315068493152
10304,Del Valle,Private room,95,340,293,2.66,0.0684931506849315,195.2054794520548
10305,Polanco,Private room,117,281,562,5.51,0.23013698630136986,807.7808219178082
10306,Coyoacan,Entire home/apt,157,250,265,2.64,0.3150684931506849,1483.972602739726
10307,Centro Historico,Private room,50,252,119,3.29,0.3095890410958904,464.3835616438356
10308,Polanco,Entire home/apt,100,27,247,4.78,0.9260273972602739,2778.0821917808216
10309,Narvarte,Entire home/apt,179,196,69,3.5,0.46301369863013697,2486.3835616438355
10310,Del Valle,Entire home/apt,196,355,56,5.76,0.0273972602739726,161.0958904109589
10311,Narvarte,Private room,268,153,381,3.96,0.5808219178082191,4669.808219178081
10312,Juarez,Private room,178,271,38,3.14,0.25753424657534246,1375.2328767123288
10313,Centro Historico,Private room,222,248,442,0.14,0.32054794520547947,2134.849315068493
10314,Juarez,Entire home/apt,47,313,17,2.48,0.14246575342465753,200.87671232876713
10315,Condesa,Entire home/apt,218,307,351,1.8,0.1589041095890411,1039.2328767123288
10316,Narvarte,Private room,145,85,297,4.49,0.7671232876712328,3336.9863013698628
10317,Condesa,Entire home/apt,249,197,282,1.25,0.4602739726027397,3438.246575342466
10318,Roma Norte,Entire home/apt,154,342,585,1.23,0.06301369863013699,291.1232876712329
10319,Juarez,Entire home/apt,89,255,109,1.14,0.3013698630136986,804.6575342465753
10320,Del Valle,Entire home/apt,61,139,179,0.75,0.6191780821917808,1133.0958904109589
10321,Narvarte,Entire home/apt,152,324,543,1.87,0.11232876712328767,512.2191780821918
10322,Coyoacan,Entire home/apt,255,292,24,5.32,0.2,1530.0
