listing_id,neighbourhood,price_per_night,occupancy_rate,estimated_monthly_revenue,roi_score
10053,Condesa,299,0.2821917808219178,2531.2602739726026,0.23626120035912118
10054,Centro Historico,71,0.5835616438356165,1242.9863013698632,0.4057829701929081
10055,Juarez,75,0.29041095890410956,653.4246575342465,0.27792992208528905
10056,Centro Historico,51,0.14794520547945206,226.35616438356166,0.22486388950040426
10057,Narvarte,93,0.9068493150684932,2530.109589041096,0.5666620654364509
10058,Roma Norte,217,0.21643835616438356,1409.013698630137,0.2046720614367073
10059,Condesa,75,0.7835616438356164,1763.013698630137,0.49545337783812105
10060,Coyoacan,73,0.6657534246575343,1458.0,0.44247244575912237
10061,Condesa,226,0.6684931506849315,4532.3835616438355,0.5222126912466049
10062,Juarez,181,0.14520547945205478,788.4657534246575,0.1701989138086884
10063,Coyoacan,161,0.726027397260274,3506.7123287671234,0.5229736443351467
10064,Roma Norte,80,0.9260273972602739,2222.4657534246576,0.5631374662418899
10065,Juarez,79,0.5671232876712329,1344.0821917808219,0.40132102590592655
10066,Polanco,35,0.35342465753424657,371.0958904109589,0.3074789851458559
10067,Centro Historico,202,0.38904109589041097,2357.5890410958905,0.32386389164857077
10068,Roma Norte,142,0.5616438356164384,2392.6027397260277,0.419301181025148
10069,Centro Historico,53,0.44931506849315067,714.4109589041095,0.3452548959177134
10070,Del Valle,106,0.8657534246575342,2753.095890410959,0.5584355010220347
10071,Polanco,143,0.31232876712328766,1339.890410958904,0.2796730046716924
10072,Polanco,274,0.5972602739726027,4909.479452054795,0.4903638114602451
10073,Roma Norte,124,0.030136986301369864,112.1095890410959,0.13296154220599443
10074,Polanco,137,0.4821917808219178,1981.8082191780823,0.37392209616045385
10075,Coyoacan,284,0.4273972602739726,3641.4246575342468,0.3565280739666183
10076,Polanco,42,0.4191780821917808,528.1643835616438,0.3323376602984686
10077,Centro Historico,187,0.8082191780821918,4534.109589041096,0.5914999894193899
10078,Centro Historico,208,0.44931506849315067,2803.72602739726,0.36474204169885505
10079,Juarez,192,0.9616438356164384,5539.068493150685,0.6947222369092722
10080,Centro Historico,249,0.32602739726027397,2435.4246575342463,0.27757758990459536
10081,Juarez,211,0.4794520547945205,3034.9315068493147,0.3856607957751048
10082,Centro Historico,209,0.1232876712328767,773.0136986301369,0.14379834776562972
10083,Coyoacan,180,0.873972602739726,4719.45205479452,0.6273899766385113
10084,Narvarte,195,0.821917808219178,4808.219178082191,0.6065330561700083
10085,Juarez,161,0.32602739726027397,1574.7123287671232,0.2857010820860586
10086,Condesa,116,0.019178082191780823,66.73972602739727,0.13225785698126993
10087,Del Valle,181,0.43561643835616437,2365.3972602739727,0.35273720965349
10088,Roma Norte,273,0.7753424657534247,6350.054794520548,0.6308848582639152
10089,Centro Historico,118,0.8136986301369863,2880.4931506849316,0.5418625336987685
10090,Polanco,147,0.3178082191780822,1401.5342465753426,0.28232149243784277
10091,Narvarte,259,0.9698630136986301,7535.835616438356,0.7701517266612183
10092,Centro Historico,277,0.4602739726027397,3824.876712328767,0.3821657755276861
10093,Polanco,177,0.13424657534246576,712.8493150684932,0.16503659389758593
10094,Del Valle,75,0.8931506849315068,2009.5890410958905,0.5437919235609726
10095,Del Valle,292,0.24383561643835616,2136.0,0.2058117153903466
10096,Del Valle,139,0.6794520547945205,2833.3150684931506,0.4836260908042321
10097,Polanco,236,0.06575342465753424,465.5342465753424,0.0898656143831544
10098,Centro Historico,244,0.7287671232876712,5334.575342465753,0.5760536778622102
10099,Del Valle,85,0.4136986301369863,1054.9315068493152,0.3329381396529211
10100,Coyoacan,152,0.3726027397260274,1699.068493150685,0.31341819872773713
10101,Juarez,235,0.7178082191780822,5060.54794520548,0.5625394230981376
10102,Polanco,73,0.6931506849315069,1518.0,0.4544601773310256
10103,Polanco,62,0.3643835616438356,677.7534246575342,0.3108766675780352
10104,Centro Historico,293,0.4657534246575342,4093.972602739726,0.38901690062276767
10105,Polanco,118,0.4712328767123288,1668.164383561644,0.3647613975097718
10106,Polanco,189,0.5315068493150685,3013.6438356164385,0.4151779349452344
10107,Del Valle,151,0.29863013698630136,1352.7945205479452,0.27085718513211005
10108,Centro Historico,36,0.8904109589041096,961.6438356164383,0.5072569621690433
10109,Del Valle,127,0.8328767123287671,3173.2602739726026,0.5590167151208763
10110,Juarez,200,0.030136986301369864,180.82191780821918,0.08617604490289879
10111,Narvarte,292,0.7671232876712328,6720.0,0.6374490553710803
10112,Juarez,115,0.2136986301369863,737.2602739726028,0.23245424521078445
10113,Narvarte,269,0.8657534246575342,6986.630136986301,0.6989741740658837
10114,Del Valle,247,0.6986301369863014,5176.8493150684935,0.5554531930483291
10115,Juarez,96,0.6712328767123288,1933.150684931507,0.45678832065849817
10116,Centro Historico,83,0.0958904109589041,238.7671232876712,0.18813450088200037
10117,Roma Norte,161,0.29315068493150687,1415.9178082191781,0.2661992276546267
10118,Del Valle,257,0.4520547945205479,3485.3424657534247,0.372992792094358
10119,Narvarte,141,0.4767123287671233,2016.4931506849314,0.37160106255198544
10120,Coyoacan,180,0.057534246575342465,310.6849315068493,0.11566015939561561
10121,Narvarte,133,0.40273972602739727,1606.9315068493152,0.32999148613967966
10122,Coyoacan,107,0.915068493150685,2937.3698630136987,0.5838409069791568
10123,Polanco,156,0.5205479452054794,2436.1643835616437,0.39982855495059144
10124,Juarez,64,0.7041095890410959,1351.890410958904,0.4540682899280864
10125,Coyoacan,222,0.4054794520547945,2700.4931506849316,0.3357707413100642
10126,Narvarte,229,0.9534246575342465,6550.027397260274,0.7270343499299845
10127,Polanco,190,0.4547945205479452,2592.328767123288,0.36601035148027244
10128,Roma Norte,206,0.4958904109589041,3064.6027397260277,0.39582483261718093
10129,Centro Historico,75,0.2273972602739726,511.64383561643837,0.25013525829464944
10130,Centro Historico,97,0.9287671232876712,2702.7123287671234,0.5809220537074617
10131,Centro Historico,57,0.7287671232876712,1246.1917808219177,0.4601252155569363
10132,Coyoacan,109,0.589041095890411,1926.164383561644,0.42232871015858797
10133,Roma Norte,82,0.5780821917808219,1422.0821917808219,0.40729275418337324
10134,Coyoacan,194,0.5205479452054794,3029.58904109589,0.40939314878019567
10135,Juarez,152,0.052054794520547946,237.36986301369865,0.12837715883760267
10136,Coyoacan,134,0.7616438356164383,3061.8082191780823,0.5257924604601769
10137,Roma Norte,201,0.25753424657534246,1552.9315068493152,0.23653447930064148
10138,Roma Norte,190,0.5287671232876713,3013.9726027397264,0.4136833491733909
10139,Juarez,41,0.936986301369863,1152.4931506849316,0.5295293318545877
10140,Roma Norte,230,0.32054794520547947,2211.780821917808,0.2754125731188105
10141,Narvarte,90,0.7780821917808219,2100.821917808219,0.5036437406623742
10142,Roma Norte,227,0.5835616438356165,3974.054794520548,0.4624328765322554
10143,Centro Historico,81,0.12602739726027398,306.2465753424658,0.2027460126261631
10144,Narvarte,182,0.2,1092.0,0.20432490811751886
10145,Narvarte,191,0.23835616438356164,1365.7808219178082,0.226275331378122
10146,Juarez,236,0.3150684931506849,2230.6849315068494,0.2708234602236293
10147,Condesa,160,0.3041095890410959,1459.7260273972604,0.2728309201531142
10148,Condesa,98,0.5287671232876713,1554.5753424657535,0.3891896770606712
10149,Roma Norte,210,0.810958904109589,5109.041095890411,0.6108529188259746
10150,Narvarte,150,0.958904109589041,4315.068493150685,0.6498154541020431
10151,Condesa,238,0.43561643835616437,3110.3013698630134,0.3585225561220662
10152,Condesa,65,0.8164383561643835,1592.0547945205478,0.5022050808030454
10153,Roma Norte,147,0.13972602739726028,616.1917808219179,0.1810956186767577
10154,Condesa,101,0.38082191780821917,1153.890410958904,0.31792862594571397
10155,Coyoacan,109,0.9041095890410958,2956.4383561643835,0.580246929009067
10156,Polanco,79,0.14520547945205478,344.13698630136986,0.21223295522161179
10157,Juarez,294,0.9616438356164384,8481.698630136987,0.7999641999152103
10158,Polanco,188,0.9205479452054794,5191.890410958904,0.6642554596749329
10159,Roma Norte,189,0.4328767123287671,2454.4109589041095,0.3517883667669338
10160,Centro Historico,268,0.8136986301369863,6542.13698630137,0.6573836585366635
10161,Juarez,85,0.31232876712328766,796.4383561643835,0.2864322449713054
10162,Roma Norte,296,0.5753424657534246,5109.04109589041,0.48065177887590615
10163,Narvarte,159,0.2273972602739726,1084.6849315068494,0.22772900110578354
10164,Centro Historico,279,0.29315068493150687,2453.6712328767126,0.24844549913485264
10165,Polanco,64,0.936986301369863,1799.013698630137,0.5522573974397962
10166,Roma Norte,156,0.9397260273972603,4397.917808219178,0.6447705881018803
10167,Narvarte,159,0.8547945205479452,4077.3698630136987,0.597670268572202
10168,Juarez,71,0.9232876712328767,1966.6027397260273,0.5532292214352693
10169,Juarez,204,0.8027397260273973,4912.767123287671,0.6007606453429215
10170,Del Valle,158,0.32054794520547947,1519.3972602739727,0.28275678170525514
10171,Narvarte,69,0.052054794520547946,107.75342465753425,0.1762546053692935
10172,Coyoacan,121,0.7013698630136986,2545.972602739726,0.48548781864385626
10173,Condesa,168,0.5287671232876713,2664.986301369863,0.40782616671165356
10174,Centro Historico,230,0.6410958904109589,4423.561643835616,0.5046713000837749
10175,Narvarte,235,0.8547945205479452,6026.301369863014,0.6617245487755504
10176,Del Valle,111,0.10684931506849316,355.8082191780822,0.17968531152941966
10177,Condesa,93,0.5780821917808219,1612.849315068493,0.4111807035164572
10178,Condesa,160,0.07945205479452055,381.36986301369865,0.1399655581261157
10179,Roma Norte,143,0.8383561643835616,3596.5479452054797,0.5749575159723004
10180,Condesa,258,0.7972602739726027,6170.794520547945,0.6371113916070612
10181,Coyoacan,102,0.0027397260273972603,8.383561643835616,0.1331118604533004
10182,Juarez,103,0.1863013698630137,575.6712328767123,0.22250454921728946
10183,Del Valle,199,0.5260273972602739,3140.3835616438355,0.4142701955036833
10184,Condesa,196,0.589041095890411,3463.5616438356165,0.45476499942717535
10185,Roma Norte,76,0.11506849315068493,262.35616438356163,0.20012285281115655
10186,Coyoacan,143,0.6246575342465753,2679.780821917808,0.4549981832564284
10187,Polanco,85,0.32054794520547947,817.3972602739726,0.2902029931887337
10188,Juarez,284,0.08767123287671233,746.9589041095891,0.08110926618027192
10189,Juarez,55,0.1643835616438356,271.23287671232873,0.22990422939683722
10190,Del Valle,173,0.46301369863013697,2403.041095890411,0.36875820571414425
10191,Juarez,126,0.4054794520547945,1532.7123287671234,0.33114357643445214
10192,Condesa,159,0.3726027397260274,1777.3150684931509,0.31334859575958346
10193,Roma Norte,145,0.4547945205479452,1978.3561643835617,0.3599167211630397
10194,Juarez,173,0.0273972602739726,142.1917808219178,0.10111391096723382
10195,Juarez,133,0.19726027397260273,787.068493150685,0.2182799061182405
10196,Polanco,286,0.010958904109589041,94.02739726027397,0.017618891787964188
10197,Polanco,138,0.32602739726027397,1349.7534246575342,0.2878242675425774
10198,Centro Historico,248,0.4438356164383562,3302.13698630137,0.3656776012020523
10199,Coyoacan,283,0.18904109589041096,1604.958904109589,0.16362525919082646
10200,Condesa,186,0.26575342465753427,1482.9041095890411,0.24497498839901083
10201,Juarez,284,0.3013698630136986,2567.671232876712,0.25435658075555423
10202,Narvarte,199,0.6027397260273972,3598.3561643835615,0.4649298609990296
10203,Juarez,42,0.20821917808219179,262.35616438356163,0.2515977220937417
10204,Roma Norte,39,0.2328767123287671,272.4657534246575,0.2618060097414484
10205,Centro Historico,179,0.5068493150684932,2721.780821917808,0.3970558066714716
10206,Coyoacan,135,0.5397260273972603,2185.8904109589043,0.4050371058970482
10207,Narvarte,198,0.4246575342465753,2522.4657534246576,0.34724494976441433
10208,Centro Historico,181,0.852054794520548,4626.657534246576,0.6144902376573563
10209,Del Valle,98,0.25205479452054796,741.041095890411,0.25587934975973353
10210,Coyoacan,125,0.7808219178082192,2928.082191780822,0.5298448100433929
10211,Juarez,151,0.6931506849315069,3139.9726027397264,0.4979022884750001
10212,Juarez,207,0.6328767123287671,3930.1643835616437,0.48843471082907697
10213,Coyoacan,81,0.1178082191780822,286.2739726027397,0.19903340732402056
10214,Juarez,174,0.1917808219178082,1001.0958904109589,0.20178202872630308
10215,Condesa,280,0.3452054794520548,2899.7260273972606,0.29012807427994197
10216,Coyoacan,183,0.5753424657534246,3158.6301369863013,0.4412594481792277
10217,Centro Historico,280,0.43561643835616437,3659.1780821917805,0.3627854429936487
10218,Coyoacan,39,0.3698630136986301,432.73972602739724,0.313507754602147
10219,Narvarte,218,0.810958904109589,5303.671232876713,0.6169752835404717
10220,Juarez,54,0.7068493150684931,1145.0958904109589,0.44941169232307365
10221,Condesa,80,0.5068493150684932,1216.4383561643835,0.3745359180025146
10222,Condesa,46,0.5013698630136987,691.8904109589042,0.3646659116276823
10223,Del Valle,104,0.5616438356164384,1752.3287671232877,0.4069747987194696
10224,Centro Historico,51,0.01643835616438356,25.15068493150685,0.17243935450041653
10225,Polanco,181,0.6410958904109589,3481.150684931507,0.4818916642606609
10226,Polanco,188,0.6794520547945205,3832.1095890410957,0.5097295632845161
10227,Coyoacan,142,0.9643835616438357,4108.27397260274,0.6446661342774251
10228,Del Valle,270,0.7205479452054795,5836.438356164384,0.5857122156413556
10229,Roma Norte,104,0.958904109589041,2991.780821917808,0.6025762735295292
10230,Coyoacan,217,0.1863013698630137,1212.8219178082193,0.18381069188989174
10231,Del Valle,284,0.684931506849315,5835.6164383561645,0.5653132992240099
10232,Centro Historico,262,0.5753424657534246,4522.191780821918,0.4687992191972596
10233,Centro Historico,136,0.2328767123287671,950.1369863013698,0.2368720946419019
10234,Centro Historico,109,0.7123287671232876,2329.3150684931506,0.4841227957957319
10235,Centro Historico,250,0.34794520547945207,2609.5890410958905,0.2939363267546862
10236,Centro Historico,237,0.42191780821917807,2999.8356164383563,0.34845409381845394
10237,Del Valle,226,0.39452054794520547,2674.849315068493,0.3282031585382123
10238,Del Valle,283,0.958904109589041,8141.095890410958,0.7863983022790942
10239,Condesa,276,0.6684931506849315,5535.123287671233,0.5478798390669617
10240,Narvarte,213,0.09041095890410959,577.7260273972603,0.11946962018434332
10241,Polanco,253,0.684931506849315,5198.630136986301,0.5484984523884591
10242,Juarez,116,0.5945205479452055,2068.931506849315,0.42775276374378235
10243,Centro Historico,126,0.15616438356164383,590.3013698630136,0.19868661242819236
10244,Roma Norte,209,0.7123287671232876,4466.301369863014,0.5432094801412154
10245,Juarez,273,0.052054794520547946,426.32876712328766,0.05857991750827024
10246,Del Valle,294,0.16164383561643836,1425.6986301369864,0.13724922058051267
10247,Roma Norte,197,0.38904109589041097,2299.232876712329,0.3237682507661804
10248,Roma Norte,82,0.1780821917808219,438.0821917808219,0.22590522400979346
10249,Roma Norte,150,0.915068493150685,4117.808219178082,0.6246657442843253
10250,Condesa,259,0.4465753424657534,3469.890410958904,0.3690539529343366
10251,Del Valle,181,0.5643835616438356,3064.6027397260273,0.43367400120731703
10252,Roma Norte,97,0.29863013698630136,869.013698630137,0.2784584865222313
10253,Centro Historico,47,0.24383561643835616,343.8082191780822,0.264040791735365
10254,Coyoacan,223,0.2876712328767123,1924.5205479452054,0.2530198782188984
10255,Roma Norte,242,0.9671232876712329,7021.315068493151,0.7503466728894659
10256,Condesa,148,0.1095890410958904,486.5753424657534,0.16348999959066154
10257,Juarez,56,0.7671232876712328,1288.7671232876712,0.47513493363666864
10258,Del Valle,248,0.736986301369863,5483.178082191781,0.5846735030819246
10259,Narvarte,205,0.2356164383561644,1449.041095890411,0.22097394355931083
10260,Condesa,88,0.3589041095890411,947.5068493150685,0.30769730971579745
10261,Roma Norte,160,0.9260273972602739,4444.931506849315,0.6406411296668784
10262,Del Valle,238,0.6657534246575343,4753.479452054795,0.5263745684811209
10263,Coyoacan,228,0.2876712328767123,1967.671232876712,0.25221914915729976
10264,Roma Norte,203,0.336986301369863,2052.246575342466,0.28913857977544444
10265,Condesa,186,0.07397260273972603,412.76712328767127,0.12273499573648292
10266,Polanco,69,0.21095890410958903,436.6849315068493,0.24465935212414086
10267,Centro Historico,218,0.42191780821917807,2759.3424657534247,0.3469859430749408
10268,Narvarte,91,0.7479452054794521,2041.890410958904,0.4902050305050918
10269,Juarez,256,0.6328767123287671,4860.493150684932,0.5105020959399403
10270,Condesa,197,0.4958904109589041,2930.7123287671234,0.3939519987567694
10271,Del Valle,53,0.7863013698630137,1250.2191780821918,0.4807846966185403
10272,Narvarte,298,0.8465753424657534,7568.3835616438355,0.7079553173298252
10273,Narvarte,147,0.273972602739726,1208.2191780821918,0.25740435428126796
10274,Narvarte,64,0.3863013698630137,741.6986301369864,0.3200690373238707
10275,Roma Norte,169,0.8931506849315068,4528.273972602739,0.6293932940484716
10276,Centro Historico,101,0.2054794520547945,622.6027397260274,0.23252446853619105
10277,Roma Norte,99,0.32602739726027397,968.3013698630136,0.29142445157754404
10278,Del Valle,59,0.2958904109589041,523.7260273972603,0.28267661070740413
10279,Roma Norte,71,0.9068493150684932,1931.5890410958905,0.5460947254074131
10280,Polanco,35,0.7726027397260274,811.2328767123288,0.4627210357400192
10281,Centro Historico,71,0.410958904109589,875.3424657534246,0.3308707619004181
10282,Centro Historico,175,0.11506849315068493,604.1095890410959,0.1540486371717235
10283,Del Valle,266,0.7178082191780822,5728.109589041096,0.5811567003075474
10284,Juarez,170,0.6273972602739726,3199.72602739726,0.4684340598515503
10285,Polanco,222,0.9068493150684932,6039.6164383561645,0.6872614683339904
10286,Condesa,162,0.06027397260273973,292.9315068493151,0.12749879112227114
10287,Roma Norte,235,0.0027397260273972603,19.315068493150687,0.04479306706204324
10288,Coyoacan,161,0.6575342465753424,3175.890410958904,0.48234478093633015
10289,Roma Norte,291,0.8438356164383561,7366.684931506849,0.6999022949788412
10290,Narvarte,198,0.3561643835616438,2115.616438356164,0.3021342366456529
10291,Roma Norte,69,0.2465753424657534,510.4109589041096,0.25999145053471007
10292,Condesa,228,0.7041095890410959,4816.109589041096,0.5485865927279626
10293,Roma Norte,225,0.9452054794520548,6380.13698630137,0.7171596067886855
10294,Polanco,138,0.7424657534246575,3073.808219178082,0.5179087876874597
10295,Polanco,57,0.38904109589041097,665.2602739726027,0.32109030605925015
10296,Centro Historico,299,0.5013698630136987,4497.287671232877,0.41976504529824454
10297,Del Valle,294,0.40273972602739727,3552.1643835616437,0.3369715431197366
10298,Juarez,109,0.8,2616.0,0.5280652566932565
10299,Coyoacan,106,0.2684931506849315,853.8082191780823,0.2622462750407229
10300,Narvarte,293,0.06575342465753424,577.972602739726,0.05836681642472911
10301,Roma Norte,222,0.6438356164383562,4287.945205479452,0.5028728902230782
10302,Roma Norte,207,0.1589041095890411,986.7945205479452,0.1687245327889191
10303,Condesa,79,0.8273972602739726,1960.9315068493152,0.5179662643150819
10304,Del Valle,95,0.0684931506849315,195.2054794520548,0.16908906204535049
10305,Polanco,117,0.23013698630136986,807.7808219178082,0.24034409354678798
10306,Coyoacan,157,0.3150684931506849,1483.972602739726,0.27964723747390763
10307,Centro Historico,50,0.3095890410958904,464.3835616438356,0.28942376430668504
10308,Polanco,100,0.9260273972602739,2778.0821917808216,0.582513382098137
10309,Narvarte,179,0.46301369863013697,2486.3835616438355,0.36965790412937055
10310,Del Valle,196,0.0273972602739726,161.0958904109589,0.08684370145892906
10311,Narvarte,268,0.5808219178082191,4669.808219178081,0.47517803843701245
10312,Juarez,178,0.25753424657534246,1375.2328767123288,0.24144367944793685
10313,Centro Historico,222,0.32054794520547947,2134.849315068493,0.2762285962950821
10314,Juarez,47,0.14246575342465753,200.87671232876713,0.22434730862806565
10315,Condesa,218,0.1589041095890411,1039.2328767123288,0.16445793825317345
10316,Narvarte,145,0.7671232876712328,3336.9863013698628,0.5363466151382051
10317,Condesa,249,0.4602739726027397,3438.246575342466,0.3781028497256298
10318,Roma Norte,154,0.06301369863013699,291.1232876712329,0.13358843676867765
10319,Juarez,89,0.3013698630136986,804.6575342465753,0.28086090229093175
10320,Del Valle,61,0.6191780821917808,1133.0958904109589,0.41697975908514506
10321,Narvarte,152,0.11232876712328767,512.2191780821918,0.1631712005263459
10322,Coyoacan,255,0.2,1530.0,0.1813157763092152
10323,Centro Historico,265,0.7589041095890411,6033.287671232877,0.6124920400046518
10324,Polanco,87,0.7780821917808219,2030.7945205479452,0.501522282640295
10325,Del Valle,267,0.2547945205479452,2040.9041095890411,0.22030845902510673
10326,Del Valle,192,0.4520547945205479,2603.835616438356,0.36450582242726404
10327,Condesa,55,0.8027397260273973,1324.5205479452056,0.4888974261298059
10328,Juarez,87,0.9424657534246575,2459.8356164383563,0.5775186761417188
10329,Narvarte,248,0.589041095890411,4382.465753424658,0.47415220680610115
10330,Narvarte,65,0.27945205479452057,544.9315068493152,0.2748428829244156
10331,Roma Norte,217,0.8575342465753425,5582.54794520548,0.6484502863416928
10332,Roma Norte,57,0.9287671232876712,1588.1917808219177,0.5419764122773483
10333,Centro Historico,66,0.8027397260273973,1589.4246575342465,0.4971557845952037
10334,Condesa,108,0.2821917808219178,914.3013698630137,0.2686999333154525
10335,Del Valle,44,0.17534246575342466,231.45205479452056,0.2382972730355578
10336,Narvarte,88,0.9534246575342465,2517.041095890411,0.5836023505973641
10337,Coyoacan,86,0.08493150684931507,219.12328767123287,0.18158951716587385
10338,Condesa,182,0.7287671232876712,3979.068493150685,0.5376175031941515
10339,Centro Historico,194,0.4054794520547945,2359.890410958904,0.3344211515546773
10340,Centro Historico,48,0.17534246575342466,252.49315068493152,0.23686206994404005
10341,Condesa,212,0.19726027397260273,1254.5753424657535,0.1929968385991481
10342,Centro Historico,87,0.6520547945205479,1701.86301369863,0.4432583809558702
10343,Condesa,56,0.019178082191780823,32.21917808219178,0.17035663421048194
10344,Polanco,64,0.4958904109589041,952.1095890410959,0.36627567615291057
10345,Condesa,225,0.7671232876712328,5178.082191780822,0.5913683513193616
10346,Juarez,294,0.6986301369863014,6161.917808219178,0.5820853025996933
10347,Condesa,239,0.5616438356164384,4026.986301369863,0.45076589375280063
10348,Centro Historico,93,0.2356164383561644,657.3698630136986,0.24922095151646373
10349,Narvarte,298,0.7808219178082192,6980.54794520548,0.6530204496786598
10350,Juarez,46,0.4821917808219178,665.4246575342466,0.3571902504431009
10351,Centro Historico,153,0.6356164383561644,2917.479452054795,0.46570194431973805
10352,Roma Norte,282,0.1726027397260274,1460.2191780821918,0.15069126015849835
10353,Roma Norte,161,0.19452054794520549,939.5342465753425,0.20769366436033104
10354,Narvarte,109,0.4410958904109589,1442.3835616438357,0.3481758073940152
10355,Narvarte,238,0.3506849315068493,2503.8904109589043,0.29657717060860556
10356,Juarez,83,0.2219178082191781,552.5753424657535,0.2455068778653767
10357,Polanco,113,0.684931506849315,2321.917808219178,0.47256043442145557
10358,Narvarte,275,0.9178082191780822,7571.917808219178,0.7455201091467968
10359,Roma Norte,188,0.8,4512.0,0.5869925114797245
10360,Condesa,130,0.5232876712328767,2040.821917808219,0.394759311177239
10361,Centro Historico,248,0.9013698630136986,6706.191780821918,0.707474943388395
10362,Roma Norte,243,0.1232876712328767,898.7671232876712,0.12846909454817773
10363,Roma Norte,122,0.19452054794520549,711.945205479452,0.22036414317987818
10364,Polanco,298,0.5698630136986301,5094.575342465753,0.4767710826311707
10365,Juarez,191,0.2054794520547945,1177.3972602739725,0.205029189488117
10366,Juarez,190,0.0821917808219178,468.4931506849315,0.12587969643345376
10367,Del Valle,173,0.10136986301369863,526.1095890410959,0.14656294215067145
10368,Polanco,155,0.5260273972602739,2446.0273972602736,0.40276902126958986
10369,Condesa,99,0.36164383561643837,1074.0821917808219,0.30864619473490085
10370,Juarez,141,0.23013698630136986,973.4794520547945,0.2340585916091121
10371,Centro Historico,181,0.5753424657534246,3124.1095890410957,0.44056223878636613
10372,Narvarte,171,0.8931506849315068,4581.86301369863,0.6312145998035247
10373,Polanco,196,0.852054794520548,5010.0821917808225,0.6270598511586468
10374,Narvarte,134,0.2219178082191781,892.1095890410959,0.23140886407792194
10375,Roma Norte,175,0.8821917808219178,4631.506849315068,0.6280852595651534
